"SolicitationID","Solicitation","SoliciationType","Title","CloseDate","Description","Addenda","StaffContact","Status","IsLocalPresenceRequired","IsPreBidConferenceMandatory","PreBidConference","Category","Estimate"
"100518","04QT019","Request For Quotation","REQUEST FOR QUOTATION<BR>PROGRAMMABLE DIGESTION SYSTEM","2003-11-20 14:00:00","Purchase of a programmable digestion system.  (kb)","0","Karen Burleson, Bid & Contract Specialist","Awarded","False","False","","9","$0"
"100509","04PB040","Public Bid","PUBLIC BID<BR>CUSTODIAL SERVICE FOR SCOTTSDALE AIRPORT","2003-11-18 16:30:00","The City of Scottsdale invites sealed bids for a contract to provide cleaning services for the Scottsdale Airport Terminal, Aviation Business Center, and Pilots Lounge","0","Karl Adams, Bid & Contract Specialist","Awarded","True","True","A Mandatory Pre-Bid Conference will be held at 8:30 A.M., Local Time, November 5, 2003 at the Scottsdale Airport Administration Conference Room, located at 15000 N. Airport Dr., Scottsdale, AZ.  All Bidders are encourage to attend","9","$0"
"100508","04PB039","Public Bid","PUBLIC BID<BR>CUSTODIAL SERVICES FOR VISTA, ELDORADO & SOUTH","2003-11-18 16:00:00","The City of Scottsdale invites sealed bids for a term contract to provide custodial services for the Vista Del Camino Recreation Center, Eldorado Park and Aquatics Center and other buildings located in the South Scottsdale Area","0","Raquel McMahon, Bid & Contract Specialist","Awarded","True","False","A Pre-Bid Conference will be held at 10:30 A.M., Local Time, November 5, 2003 in the T & T Building Conference Room, located at 7525 E. 2nd Street, Scottsdale, AZ.  All bidders are encouraged to attend.","9","$0"
"100504","04RP011","Request For Proposal","REQUEST FOR PROPOSAL<BR>WESTWORLD CONCESSIONER'S BEVERAGE SUPPLIER","2003-11-18 16:00:00","Proposals from qualified firms to provide non-alcoholic soft drinks (carbonated and non-carbonated) on an exclusive basis to concession vendors servicing events at Westworld.  (db)
						","0","Assigned Not, Buyer","Awarded","False","True","A Mandatory Pre-Proposal Conference will be held on Tuesday, November 4, 2003 at 2:00 P.M., Local Time, at the Westworld Administrative Office, 16601 N. Pima Rd., Scottsdale, AZ.  Only vendors attending this conference will be allowed to submit proposals.","9","$0"
"100506","04PB038","Public Bid","PUBLIC BID<BR>WATER CAMPUS - FILTER COMPLEX IMPROVEMENTS","2003-11-18 15:00:00","Construction of Filter Complex Improvements at the Water Campus located at 8787 E. Hualapai Dr., consisting of demolition of the existing monomedia filters and replacement with disk filters, including all associated work.  (sm)","0","Assigned Not, Buyer","Awarded","False","False","A Pre-Bid Conference will be held at 10:00 A.M., Local Time, November 5, 2003 at the Water Campus.","7","$4,470,000 - $4,479,000"
"100513","04PA012","Pricing Agreement","PRICING AGREEMENT<BR>SCUBA DIVING LESSONS","2003-11-18 14:00:00","A one-year Pricing Agreement for scuba diving lessons.  (kb)
						
						","0","Karen Burleson, Bid & Contract Specialist","Awarded","True","False"," ","9","$0"
"100510","04PA010","Pricing Agreement","PRICING AGREEMENT<BR>FIRE EXTINGUISHER MAINTENANCE","2003-11-13 16:00:00","A Pricing Agreement to provide fire extinguisher maintenance at various sites.  (rd)
						","0","Raquel McMahon, Bid & Contract Specialist","Awarded","True","False"," ","9","$0"
"100500","04QT014","Request For Quotation","REQUEST FOR QUOTATION<BR>TROLLEY STOP SIGNS","2003-11-12 15:00:00","Purchase and installation of various outdoor signs for the trolley stops located in downtown Scottsdale.  (rn)","0","Assigned Not, Buyer","Awarded","False","False","","9","$0"
"100495","04PB010","Public Bid","PUBLIC BID<BR>BRETT'S BARN DOOR REPLACEMENT","2003-11-07 15:00:00","Removal of all existing sliding wood doors and wood passage doors, and installation of new bi-fold metal doors, metal passage doors and hardware. (sm)","0","Assigned Not, Buyer","Awarded","False","False","A Pre-Bid Conference will be held at 9:00 A.M., Local Time, October 22, 2003, at the jobsite at the east end of the park, located at 16601 N. Pima Road, Scottsdale, AZ.","7","$72,000 - $78,000"
"100502","04IP005","Informal Request For Proposal","INFORMAL REQUEST FOR PROPOSAL<BR>ACCOUNTS PAYABLE-RECOVERY AUDIT SERVICES","2003-11-06 16:00:00","Solicit proposals from qualified A/P recovery audit firms to help the City collect payments made erroneously.  (db)","0","Assigned Not, Buyer","Awarded","False","False"," ","9","$0"
"100496","04PB020","Public Bid","PUBLIC BID<BR>NEIGHBORHOOD DRAINAGE IMPROVEMENTS","2003-11-06 15:00:00","Construct neighborhood drainage improvements at the intersection of Scottsdale Rd. and Jackrabbit Rd., Lafayette Blvd. and 69th St., 64th St. and Windsor area, and Hayden Rd. and Roosevelt area.  (sm)","0","Assigned Not, Buyer","Awarded","False","False","","7","$279,000 - $283,000"
"100498","04PA009","Pricing Agreement","PRICING AGREEMENT<BR>FUJITSU SCANNER PREVENTATIVE MAINTENANCE","2003-11-06 15:00:00","A one-year Pricing Agreement for a service/maintenance agreement for various Fujitsu scanners located throughout City offices.  (rn)
						","0","Karen Lancaster, Buyer","Awarded","True","False"," ","9","$0"
"100499","04QT017","Request For Quotation","REQUEST FOR QUOTATION<BR>TREE TRIMMING SERVICES","2003-11-06 15:00:00","Maintenance of various trees at the municipal airport to include trimming and removal.  (rn)","0","Assigned Not, Buyer","Awarded","False","False","","9","$0"
"100497","04PB037","Public Bid","PUBLIC BID<BR>DECORATIVE PAVEMENT MAINTENANCE","2003-11-05 15:00:00","An annual contract for decorative asphalt pavement maintenance, including cleaning, recoating, and providing new installation of decorative asphalt paving systems by imprinting ^grid styles^ or ^free style^ depressions into the existing asphalt surface.

Reposting of a term contract for Decorative Pavement Maintenance.  The new estimated annual expenditure is expected to be $310,000.  The associated posting amount, while greater than prior posting, was anticipated by the Departmental Contract Administrator and included in the fiscal year 08/09 budget.","0","Raquel McMahon, Bid & Contract Specialist","Awarded","True","False"," ","9","$310,000"
"106340","04SS032","Sole Source","SOLE SOURCE<BR>ENERGY MANAGEMENT EQUIPMENT (ROBERT SHAW)","2003-11-05 14:00:00","Energy Management Services.","0","Monroe Warren, Purchasing Director","Awarded","False","False"," ","9","$0"
"106336","04SS028","Sole Source","SOLE SOURCE<BR>Radio spots for Photo Radar","2003-11-03 14:00:00","","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"106337","04SS029","Sole Source","SOLE SOURCE<BR>Software Maint for IPLOT Products create GIS Maps","2003-11-03 14:00:00","","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"106338","04SS030","Sole Source","SOLE SOURCE<BR>Radio spots for Focus on Photo Radar","2003-11-03 14:00:00","","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"106339","04SS031","Sole Source","SOLE SOURCE<BR>Test/Evaluate extended life oil","2003-11-03 14:00:00","","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"100492","04RP009","Request For Proposal","REQUEST FOR PROPOSAL<BR>APPRAISAL SERVICES","2003-10-28 16:00:00","Solicit from Arizona appraisal and review appraisal services for the acquisition of real property rights needed for the construction of Capital Improvement projects and other municipal purposes.  (db)
						","0","Bob Huston, Bid & Contract Specialist","Awarded","True","False"," ","9","$110,000"
"100473","03PB123","Public Bid","PUBLIC BID<BR>CHAPARRAL WATER TREATMENT PLANT","2003-10-28 16:00:00","Construction of a 30 MGD Water Treatment Plant, including a raw water pumping station, a membrane filtration system and appurtenant facilities, a 5.5 MG finished water storage reservoir, a finished water pumping station, backwash pumping station, chemical storage and feed systems, wash water treatment facilities, an administration building, a maintenance building, and all other related work.  One set of (2) compact disks containing the specifications and plans shall be provided with every set of plans purchased.  The compact disks are provided as a service to the bidder for the purpose of making additional sets of plans and specifications.(sm)  ","0","Assigned Not, Buyer","Awarded","False","False","A Pre-Bid Conference will be held at 9:00 A.M., Local Time, September 11, 2003 at the Water Operations Bldg., 9312 N. 94th St., Scottsdale, AZ.  Each Contractor may be represented by a maximum of 2 people at the Pre-Bid.","7","$59,500,000 - $60,000,000"
"100494","04QT015","Request For Quotation","REQUEST FOR QUOTATION<BR>SWARDOVSKI BINOCULARS","2003-10-28 14:00:00","Purchase seven pairs of green Swardovski 10 X 42, Model SLC binoculars.  (kb)","0","Karen Burleson, Bid & Contract Specialist","Awarded","False","False","","9","$0"
"106334","04SS026","Sole Source","SOLE SOURCE<BR>Test of Chlorine analyzer","2003-10-28 14:00:00","","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"106335","04SS027","Sole Source","SOLE SOURCE<BR>Hardware/software video enhancement and analysis","2003-10-28 14:00:00","Sole Source Canceled per Karl - See 04PB103","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$0"
"106327","04OP002","Offer to Purchase","OFFER TO PURCHASE<BR>surplus property","2003-10-27 14:00:00","","0","Assigned Not, Buyer","Awarded","False","False","","9","$0"
"100487","04PB032","Public Bid","PUBLIC BID<BR>WATER PUMP AND MOTOR FOR WELLSITE 42B","2003-10-23 16:00:00","Supply and install one (1) 350 hp. water pump and motor for wellsite 42B.  (ka)","0","Karl Adams, Bid & Contract Specialist","Awarded","False","False","","9","$0"
"100484","04PB009","Public Bid","PUBLIC BID<BR>TRAFFIC SIGNAL CONTROLLER CABINETS","2003-10-23 15:00:00","An annual contract for the purchase of eight (8), or more, Model 330 traffic signal control cabinets, inclusive of a Model 210E/210P conflict monitor and eight (8), or more, individual Model 210E/210P conflict monitors.  (sm)","0","Assigned Not, Buyer","Awarded","False","False"," ","9","$0"
"106330","04PB041","Public Bid","PUBLIC BID<BR>ORGANIC WASTE DISPOSAL","2003-10-23 14:00:00","Organic Waste Disposal.

Reposting of a term contract for Organic Waste Disposal due to contract extension approximately 7 months beyond the original 5 year term to match the WestWorld season.  Original posting was for $76,000 and the new estimated annual expenditure is expected to be $110,000.","0","Karen Burleson, Bid & Contract Specialist","Awarded","False","False"," ","9","$110,000"
"100489","04PB029","Public Bid","PUBLIC BID<BR>PAVEMENT MARKING SERVICES","2003-10-22 15:00:00","An annual contract to provide various pavement marking treatments.  
","0","Karl Adams, Bid & Contract Specialist","Awarded","True","False","A Pre-Bid Conference will be held at 9:00 A.M., Local Time, October 8, 2003 in the Purchasing Conference Room, located at 9191 E. San Salvador Dr., Scottsdale, AZ.  Bidders are strongly encouraged to attend.","9","$0"
"106320","04IP004","Informal Request For Proposal","INFORMAL REQUEST FOR PROPOSAL<BR>LIBRARY COLLECTION SERVICES","2003-10-20 14:00:00","Unique Management Services, Inc.","0","Bob Huston, Bid & Contract Specialist","Awarded","False","False"," ","9","$0"
"100488","04PB030","Public Bid","PUBLIC BID<BR>BUILDING AND SITE DEMOLITION","2003-10-16 15:00:00","Removal and disposal of asbestos containing materials, and building and site demolition for 7234 and 7240 E. 2nd Street, Scottsdale, AZ.  (sm)","0","Assigned Not, Buyer","Awarded","False","False","A Pre-Bid Conference will be held at 9:00 A.M., Local Time, October 2, 2003 at the jobsite located at 7234 E. 2nd St.","7","$30,000 - $33,000"
"106333","04SS025","Sole Source","SOLE SOURCE<BR>Annual maintenance for Tellident 911 software","2003-10-16 14:00:00","","0","Monroe Warren, Purchasing Director","Awarded","False","False","","9","$3,200"
"100490","04PA007","Pricing Agreement","PRICING AGREEMENT<BR>TONER FOR MICROFICHE READER/PRINTER","2003-10-15 15:00:00","A one-year pricing agreement to provide toner for Minolta MicroSP2000 reader/printer located at the Police Department.  (rn)
						","0","Karen Lancaster, Buyer","Awarded","False","False"," ","9","$0"
"100491","04PA008","Pricing Agreement","PRICING AGREEMENT<BR>COFFEE SERVICE FOR MUSTANG LIBRARY","2003-10-15 15:00:00","A six month pricing agreement for coffee service at Mustang Library.  (rn)
						","0","Assigned Not, Buyer","Awarded","True","False"," ","9","$0"
"100482","03PB120","Public Bid","PUBLIC BID<BR>CHAPARRAL PARK AQUATICS CENTER REMODEL","2003-10-14 15:00:00","Construction improvements to Chaparral Park Aquatics Center, located at 5401 N. Hayden Rd., consisting of new fencing and gates, removal and replacement of roof and shade structures, partial removal and replacement of interior floor, bench and wall tile finishes, removal and replacement of locker room shower accessories and partitions, plumbing, HVAC and electrical.  (sm)","0","Assigned Not, Buyer","Awarded","False","False","","7","$995,000 - $1,000,000"
"100486","04PB027","Public Bid","PUBLIC BID<BR>PLOTTER MAINTENANCE","2003-10-14 14:00:00","A term contract for the service/maintenance of all plotters located throughout the City.  (db)","0","Bob Huston, Bid & Contract Specialist","Awarded","True","False"," ","9","$0"
"100476","03PB134","Public Bid","PUBLIC BID<BR>ZONE 12 RESERVOIR AND ZONE 13 BOOSTER PUMP STATION","2003-10-09 15:00:00","Addition of a 3 mg. concrete reservoir and Zone 12/13 booster pump stations at Site #143 and operational improvements at Pump Station #100. (sm)","0","Assigned Not, Buyer","Awarded","False","True","A Mandatory Pre-Bid Conference will be held at 9:00 A.M., Local Time, September 24, 2003 in the Purchasing Conference Room, located at 9191 E. San Salvador Dr., Scottsdale, AZ.","7","$5,500,000 - $6,000,000"
"100485","04QT010","Request For Quotation","REQUEST FOR QUOTATION<BR>FULL FACE RESPIRATORS","2003-10-09 14:00:00","Purchase of thirty-two full face respirators, secondary clear outsert lenses, NBC/TIC cartridges, thirty-five riot cartridges and twelve pair of sight correction spectacle inserts.  (kb)","0","Karen Burleson, Bid & Contract Specialist","Awarded","False","False","","9","$0"
"106331","04SS024","Sole Source","SOLE SOURCE<BR>PUBLIC OPINION POLL","2003-10-09 14:00:00","						
						","0","Monroe Warren, Purchasing Director","Awarded","False","False"," ","9","$0"
"106329","04SS023","Sole Source","SOLE SOURCE<BR>MICROFICHE OF MAGAZINES, NEWSPAPERS, AND PHONE BKS","2003-10-09 14:00:00","						","0","Monroe Warren, Purchasing Director","Awarded","False","False"," ","9","$0"
"100480","04QT009","Request For Quotation","REQUEST FOR QUOTATION<BR>OUTDOOR SIGNAGE FOR ELDORADO POOL","2003-10-06 15:00:00","Purchase and installation of various outdoor signs for the Eldorado Pool facility.  (rn)","0","Assigned Not, Buyer","Awarded","False","False","","9","$0"
"100483","04QT013","Request For Quotation","REQUEST FOR QUOTATION<BR>STADIUM TURNSTILES","2003-10-02 14:00:00","Purchase of turnstiles for the City of Scottsdale Stadium.  (kb)","0","Karen Burleson, Bid & Contract Specialist","Awarded","False","False","","9","$0"
